sample_ID,C_N,d13C_post,d13C_kilj,d13C,d15N,location,organism,month,tissue,year,fl,tl,wt,liver_wt,sex,gonad_wt,full_gut_wt,empty_gut_wt,stom_content,number_content,content_wt,notes...14,,
FN-A23-CC-1-M,3.793949779,-27.75398972,-27.10490277,-28.19,6.2,creek,creek chub,august,muscle,2023,126,135,24.5551,NA,M,0.0887,2.6724,1.4502,Yellow Perch,1,1.1606,NA,,
FN-A23-CC-2-L,4.997918575,-25.94206061,-25.69030559,-27.57,6.55,creek,creek chub,august,liver,2023,129,136,25.0621,NA,M,0.1162,1.8835,1.2724,Yellow Perch,1,0.5454,NA,,
FN-A23-CC-2-M,3.851025061,-27.07748519,-26.44613179,-27.57,7.42,creek,creek chub,august,muscle,2023,129,136,25.0621,NA,M,0.1162,1.8835,1.2724,Yellow Perch,1,0.5454,NA,,
FN-A23-CC-3-M,3.75071485,-27.8367923,-27.17434744,-28.23,6.57,creek,creek chub,august,muscle,2023,97,106,11.2461,NA,M,0.0196,0.5703,0.4879,Brown goo,NA,0.0974,NA,,
FN-A23-CC-4-L,4.647754514,-27.28872303,-26.91647294,-28.57,5.99,creek,creek chub,august,liver,2023,132,140,31.1821,NA,M,0.0866,4.8485,1.3848,Unidentified fish,1,3.3687,NA,,
FN-A23-CC-4-M,3.71917184,-27.55801988,-26.88587058,-27.92,7.02,creek,creek chub,august,muscle,2023,132,140,31.1821,NA,M,0.0866,4.8485,1.3848,Unidentified fish,1,3.3687,NA,,
FN-A23-CC-5-L,9.065618851,-23.85503734,-25.26440842,-29.51,5.43,creek,creek chub,august,liver,2023,100,110,11.8015,NA,M,0.0397,0.7379,0.4827,pink goo & macroinvertebrate parts,NA,0.1586,NA,,
FN-A23-CC-5-M,3.944665935,-26.80478072,-26.20276599,-27.39,6.46,creek,creek chub,august,muscle,2023,100,110,11.8015,NA,M,0.0397,0.7379,0.4827,pink goo & macroinvertebrate parts,NA,0.1586,NA,,
FN-A23-CC-6-L,5.85460787,-26.41393821,-26.47318948,-28.89,6.87,creek,creek chub,august,liver,2023,100,106,10.98,NA,F,0.1705,0.58,NA,Empty,NA,NA,NA,,
FN-A23-CC-6-M,4.077356555,-27.21341701,-26.65349123,-27.93,7.28,creek,creek chub,august,muscle,2023,100,106,10.98,NA,F,0.1705,0.58,NA,Empty,NA,NA,NA,,
FN-M23-CC-1-L,6.415575695,-25.63858006,-25.91342214,-28.67,6.03,creek,creek chub,may,liver,2023,95,102,8.6551,NA,F,NA,NA,0.2299,chironomids,1,0.0387,NA,,
FN-M23-CC-1-L,6.415575695,-25.63858006,-25.91342214,-28.67,6.03,creek,creek chub,may,liver,2023,110,117,14.8697,NA,F,1.9481,NA,0.4894,pink goo and detritus,NA,0.1081,NA,,
FN-M23-CC-1-L,5.583220543,-26.31261166,-26.27090683,-28.52,4.84,creek,creek chub,may,liver,2023,95,102,8.6551,NA,F,NA,NA,0.2299,chironomids,1,0.0387,NA,,
FN-M23-CC-1-L,5.583220543,-26.31261166,-26.27090683,-28.52,4.84,creek,creek chub,may,liver,2023,110,117,14.8697,NA,F,1.9481,NA,0.4894,pink goo and detritus,NA,0.1081,NA,,
FN-M23-CC-1-M,4.281231456,-26.74158086,-26.2474886,-27.66,6.4,creek,creek chub,may,muscle,2023,95,102,8.6551,NA,F,NA,NA,0.2299,chironomids,1,0.0387,NA,,
FN-M23-CC-1-M,4.281231456,-26.74158086,-26.2474886,-27.66,6.4,creek,creek chub,may,muscle,2023,110,117,14.8697,NA,F,1.9481,NA,0.4894,pink goo and detritus,NA,0.1081,NA,,
FN-M23-CC-1-M,3.761307222,-26.99630585,-26.3371276,-27.4,5.76,creek,creek chub,may,muscle,2023,95,102,8.6551,NA,F,NA,NA,0.2299,chironomids,1,0.0387,NA,,
FN-M23-CC-1-M,3.761307222,-26.99630585,-26.3371276,-27.4,5.76,creek,creek chub,may,muscle,2023,110,117,14.8697,NA,F,1.9481,NA,0.4894,pink goo and detritus,NA,0.1081,NA,,
FN-M23-CC-10-M,4.221382466,-27.04083136,-26.52726783,-27.9,6.41,creek,creek chub,may,muscle,2023,47,Missing tail,1.1793,NA,NA,NA,NA,Too small,Pink goo,NA,NA,NA,,
FN-M23-CC-100-L,8.308413997,-24.40467014,-25.47141828,-29.31,6.65,creek,creek chub,may,liver,2023,127,136,22.5483,NA,NA,NA,NA,0.8176,pink and brown goo,NA,0.1915,NA,,
FN-M23-CC-100-L,8.308413997,-24.40467014,-25.47141828,-29.31,6.65,creek,creek chub,may,liver,2023,127,136,22.5483,NA,NA,NA,NA,0.8176,chironomids,1,0.0142,NA,,
FN-M23-CC-100-L,8.308413997,-24.40467014,-25.47141828,-29.31,6.65,creek,creek chub,may,liver,2023,127,136,22.5483,NA,NA,NA,NA,0.8176,Mayfly,1,0.0036,NA,,
FN-M23-CC-100-M,4.189576714,-26.36231905,-25.83845686,-27.19,6.67,creek,creek chub,may,muscle,2023,127,136,22.5483,NA,NA,NA,NA,0.8176,pink and brown goo,NA,0.1915,NA,,
FN-M23-CC-100-M,4.189576714,-26.36231905,-25.83845686,-27.19,6.67,creek,creek chub,may,muscle,2023,127,136,22.5483,NA,NA,NA,NA,0.8176,chironomids,1,0.0142,NA,,
FN-M23-CC-100-M,4.189576714,-26.36231905,-25.83845686,-27.19,6.67,creek,creek chub,may,muscle,2023,127,136,22.5483,NA,NA,NA,NA,0.8176,Mayfly,1,0.0036,NA,,
FN-M23-CC-11-L,7.445324956,-25.92912829,-26.62291177,-29.98,7,creek,creek chub,may,liver,2023,166,177,65.5423,NA,M,1.149,Too small,2.9636,Yellow perch,1,2.973,NA,,
FN-M23-CC-11-M,4.141894675,-27.50952427,-26.97028664,-28.29,7.26,creek,creek chub,may,muscle,2023,166,177,65.5423,NA,M,1.149,Too small,2.9636,Yellow perch,1,2.973,NA,,
FN-M23-CC-2-L,6.747982235,-26.10949759,-26.51636354,-29.47,6.09,creek,creek chub,may,liver,2023,78,85,4.9002,NA,NA,NA,NA,0.1177,Mayfly parts,NA,0.1245,NA,,
FN-M23-CC-2-M,4.039887993,-27.02051089,-26.44863927,-27.7,6.5,creek,creek chub,may,muscle,2023,78,85,4.9002,NA,NA,NA,NA,0.1177,Mayfly parts,NA,0.1245,NA,,
FN-M23-CC-3-L,10.06786666,-23.64281201,-25.52655857,-30.29,5.98,creek,creek chub,may,liver,2023,131,138,27.4285,NA,M,0.9567,NA,0.9749,Pink goo,NA,0.1938,NA,,
FN-M23-CC-3-M,4.406392769,-27.06767116,-26.61468611,-28.11,6.59,creek,creek chub,may,muscle,2023,131,138,27.4285,NA,M,0.9567,NA,0.9749,Pink goo,NA,0.1938,NA,,
FN-M23-CC-4-M,4.140394561,-27.68100938,-27.14128928,-28.46,6.18,creek,creek chub,may,muscle,2023,No tail,NA,1.2415,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
FN-M23-CC-5-M,4.088981567,-26.36190825,-25.8056985,-27.09,6.43,creek,creek chub,may,muscle,2023,82,92,6.174,NA,NA,NA,NA,0.249,chironomids,3,0.0173,NA,,
FN-M23-CC-6-L,9.392975376,-24.34095438,-25.90271521,-30.32,6.62,creek,creek chub,may,liver,2023,141,151,36.7126,NA,NA,0.4011,NA,1.6768,Odonata parts,NA,0.2377,NA,,
FN-M23-CC-6-M,4.196854979,-27.43511357,-26.91360506,-28.27,6.98,creek,creek chub,may,muscle,2023,141,151,36.7126,NA,NA,0.4011,NA,1.6768,Odonata parts,NA,0.2377,NA,,
FN-M23-CC-7-L,6.242058562,-26.39036202,-26.59753884,-29.25,6,creek,creek chub,may,liver,2023,68,74,3.4736,NA,M,Too small,Too small,Too small,empty,NA,NA,NA,,
FN-M23-CC-8-L,5.510756304,-28.90435126,-28.83606668,-31.04,7.89,creek,creek chub,may,liver,2023,148,157,38.5769,NA,NA,0.9125,NA,1.4007,Detritus,NA,0.359,NA,,
FN-M23-CC-8-M,4.117495561,-29.84367939,-29.29660384,-30.6,8.56,creek,creek chub,may,muscle,2023,148,157,38.5769,NA,NA,0.9125,NA,1.4007,Detritus,NA,0.359,NA,,
LK-M23-CC-100-L,7.008166109,-26.15191555,-26.66427867,-29.77,6.74,lake,creek chub,may,liver,2023,130,136,22.7734,NA,M,0.0505,NA,1.2925,Macroinvertebrate parts,NA,1.0886,NA,,
LK-M23-CC-100-M,3.91454909,-26.6645964,-26.05311277,-27.22,7.48,lake,creek chub,may,muscle,2023,130,136,22.7734,NA,M,0.0505,NA,1.2925,Macroinvertebrate parts,NA,1.0886,NA,,
LK1-023-CC-6-L,5.043221345,-26.19721087,-25.96133154,-27.87,6.1,lake,creek chub,october,liver,2023,119,126,15.7828,,F,0.9224,1.066,0.5817,White goo,,0.4843,NA,,
LK1-M23-CC-100-L,6.85589529,-27.18266366,-27.63305766,-30.65,5.31,lake,creek chub,may,liver,2023,116,125,17.557,NA,M,NA,NA,0.6378,Odonate and pink goo,1,0.3133,NA,,
LK1-M23-CC-100-M,3.945433643,-27.90402069,-27.30224774,-28.49,5.85,lake,creek chub,may,muscle,2023,116,125,17.557,NA,M,NA,NA,0.6378,Odonate and pink goo,1,0.3133,NA,,
LK2-M23-CC-5-L,5.587623638,-26.7982526,-26.75816797,-29.01,5.4,lake,creek chub,may,liver,2023,110,118,12.9734,NA,NA,NA,NA,0.3585,Pink Goo,NA,0.1441,NA,,
LK2-M23-CC-5-M,3.829251047,-26.61904146,-25.98090945,-27.09,6.23,lake,creek chub,may,muscle,2023,110,118,12.9734,NA,NA,NA,NA,0.3585,Pink Goo,NA,0.1441,NA,,
LK2-M23-CC-6-M,3.794082023,-28.4238588,-27.77481281,-28.86,6.21,lake,creek chub,may,muscle,2023,68,72,NA,NA,M,Too small,NA,Too small,Mayfly,1,0.0649,NA,,
LK4-023-CC-4-L,5.44075279,-25.76365474,-25.66984542,-27.83,5.35,lake,creek chub,october,liver,2023,131,139,24.0549,,M,too small,1.4068,1.0915,Invert parts and round green seeds,,,NA,,
LK4-023-CC-4-M,3.730808059,-26.94650002,-26.27792664,-27.32,6.14,lake,creek chub,october,muscle,2023,131,139,24.0549,,M,too small,1.4068,1.0915,Invert parts and round green seeds,,,NA,,
LK4-023-CC-5-L,5.604301113,-24.9517419,-24.9177994,-27.18,4.82,lake,creek chub,october,liver,2023,116,124,15.4748,,M,0.25,0.997,0.5791,Chironomid,,0.0578,NA,,
LK4-O23-CC-5-M,3.747829131,-26.89964916,-26.23631504,-27.29,5.93,lake,creek chub,october,muscle,2023,116,124,15.4748,NA,M,0.25,0.997,0.5791,Chironomid,NA,0.0578,NA,,
LK5-023-CC-1-L,5.994623719,-24.69532252,-24.80752093,-27.31,6.58,lake,creek chub,october,liver,2023,158,168,59.7126,,M,0.3207,9.5449,1.899,fish parts,,6.2081,NA,,
LK5-023-CC-1-M,3.795902545,-27.00205648,-26.3535744,-27.44,7.34,lake,creek chub,october,muscle,2023,158,168,59.7126,,M,0.3207,9.5449,1.899,fish parts,,6.2081,NA,,
LK5-023-CC-2-L,5.842161577,-24.83626004,-24.89083292,-27.3,4.65,lake,creek chub,october,liver,2023,152,160,43.3919,,M,0.2772,4.994,2.0848,Yellow perch,,2.6884,,,
LK5-023-CC-2-M,3.823302268,-27.27493075,-26.63494964,-27.74,5.83,lake,creek chub,october,muscle,2023,152,160,43.3919,,M,0.2772,4.994,2.0848,Yellow perch,,2.6884,,,
LK5-023-CC-3-L,5.108491994,-27.57259293,-27.35970087,-29.31,5.57,lake,creek chub,october,liver,2023,177,188,62.1944,,M,,52.208,3.52,fish parts,,1.5086,NA,,
LK5-023-CC-3-M,3.756879394,-28.7406894,-28.08014516,-29.14,6.35,lake,creek chub,october,muscle,2023,177,188,62.1944,,M,,52.208,3.52,fish parts,,1.5086,NA,,
LK8-M23-CC-1-L,5.103557186,-25.41747839,-25.20284368,-27.15,4.71,lake,creek chub,may,liver,2023,96,103,8.7099,NA,NA,degraded,NA,0.213,caddisfly larvae in pink goo,1,0.1308,NA,,
LK8-M23-CC-1-M,3.933768448,-26.27556924,-25.67012467,-26.85,4.85,lake,creek chub,may,muscle,2023,96,103,8.7099,NA,NA,degraded,NA,0.213,caddisfly larvae in pink goo,1,0.1308,NA,,
LK8-M23-CC-2-L,5.688152151,-26.21872937,-26.21579601,-28.53,5.03,lake,creek chub,may,liver,2023,101,109,13.3764,NA,F,1.9912,NA,0.3489,Pink goo,NA,0.1001,NA,,
LK8-M23-CC-2-M,4.063964094,-26.56667555,-26.00247445,-27.27,6.58,lake,creek chub,may,muscle,2023,101,109,13.3764,NA,F,1.9912,NA,0.3489,Pink goo,NA,0.1001,NA,,
CR1-A24-CC-1-L,5.135761525,-26.0846,-26.3769049,-29.16,6.46,creek,creek chub,august,liver,2024,150,159,36.4,0.4228,M,0.0055,3.1586,1.4385,degraded fish,1,1.63,NA,,
CR1-A24-CC-1-M,3.709490419,-24.499,-24.96727729,-28.01,6.9,creek,creek chub,august,muscle,2024,150,159,36.4,0.4228,M,0.0055,3.1586,1.4385,degraded fish,1,1.63,NA,,
CR1-A24-CC-2-L,5.8654074,-26.5754,-26.8992941,-29.73,6.54,creek,creek chub,august,liver,2024,122,130,18.904,0.1863,F,0.1514,2.0741,0.828,yellow perch,1,0.96,NA,,
CR1-A24-CC-2-M,4.13890132,-24.6918,-25.27485741,-28.48,7.18,creek,creek chub,august,muscle,2024,122,130,18.904,0.1863,F,0.1514,2.0741,0.828,yellow perch,1,0.96,NA,,
CR1-A24-CC-3-L,4.855837277,-24.879,-25.76686532,-29.38,7.9,creek,creek chub,august,liver,2024,145,155,36.3549,0.3741,NA,0.1496,6.3461,1.7224,degraded fish,2,3.97,NA,,
CR1-A24-CC-3-M,3.727628524,-23.3541,-24.03303274,-27.37,7.41,creek,creek chub,august,muscle,2024,145,155,36.3549,0.3741,NA,0.1496,6.3461,1.7224,degraded fish,2,3.97,NA,,
CR1-A24-CC-4-L,5.739974711,-25.9689,-26.43311783,-29.47,6.89,creek,creek chub,august,liver,2024,105,114,12.4858,0.1373,M,0.0069,0.6145,0.5023,odonate parts,NA,0.01,NA,,
CR1-A24-CC-4-M,4.138061616,-24.6243,-25.31163673,-28.66,7.43,creek,creek chub,august,muscle,2024,105,114,12.4858,0.1373,M,0.0069,0.6145,0.5023,odonate parts,NA,0.01,NA,,
CR1-A24-CC-5-L,5.462130993,-27.704,-27.97273277,-30.72,6.4,creek,creek chub,august,liver,2024,137,146,30.5166,0.243,M,0.0054,3.6316,1.4336,yellow perch,1,2.78,NA,,
CR1-A24-CC-5-M,4.004558322,-24.9304,-25.45579908,-28.58,7.04,creek,creek chub,august,muscle,2024,137,146,30.5166,0.243,M,0.0054,3.6316,1.4336,yellow perch,1,2.78,NA,,
CR1-A24-CC-6-L,7.75911433,-25.2523,-25.45480672,-28.1,6.23,creek,creek chub,august,liver,2024,129,137,24.5182,0.4331,M,0.1718,3.925,1.4113,yellow perch,1,2.12,NA,,
CR1-A24-CC-6-M,4.328735879,-23.7701,-24.28321334,-27.39,7.01,creek,creek chub,august,muscle,2024,129,137,24.5182,0.4331,M,0.1718,3.925,1.4113,yellow perch,1,2.12,NA,,
CR1-O24-CC-1-L,5.414411789,-29.96973233,-29.86635747,-32.01,8.85,creek,creek chub,october,liver,2024,126,134,19.6003,0.4615,F,1.2594,1.1027,0.8569,invert parts and pink goo,NA,0.2458,NA,,
CR1-O24-CC-1-M,3.892756622,-29.77617094,-29.15785511,-30.31,8.66,creek,creek chub,october,muscle,2024,126,134,19.6003,0.4615,F,1.2594,1.1027,0.8569,invert parts and pink goo,NA,0.2458,NA,,
CR1-O24-CC-2-L,4.596231147,-29.43973116,-29.05008608,-30.67,5.98,creek,creek chub,october,liver,2024,120,128,15.2115,0.1445,M,0.0192,0.7031,0.57169,pink goo,NA,NA,NA,,
CR1-O24-CC-2-M,3.750072238,-29.43742848,-28.77478557,-29.83,6.81,creek,creek chub,october,muscle,2024,120,128,15.2115,0.1445,M,0.0192,0.7031,0.57169,pink goo,NA,NA,NA,,
CR5-A24-CC-1-L,5.931539912,-25.5721,-25.76687034,-28.4,6.21,creek,creek chub,august,liver,2024,130,138,28.9791,0.4887,M,0.101,1.9153,1.3698,detritus,NA,0.55,NA,,
CR5-A24-CC-1-M,3.771546132,-24.5121,-25.10758207,-28.33,7.21,creek,creek chub,august,muscle,2024,130,138,28.9791,0.4887,M,0.101,1.9153,1.3698,detritus,NA,0.55,NA,,
CR5-A24-CC-2-L,4.974899951,-26.7646,-27.0569049,-29.84,6.46,creek,creek chub,august,liver,2024,120,129,21.6945,0.3414,M,0.0011,2.8992,1.0019,yellow perch,1,1.85,NA,,
CR5-A24-CC-2-M,3.731779202,-25.8393,-26.31977224,-29.38,6.93,creek,creek chub,august,muscle,2024,120,129,21.6945,0.3414,M,0.0011,2.8992,1.0019,yellow perch,1,1.85,NA,,
CR5-A24-CC-3-L,5.746071274,-28.7545,-29.04286907,-31.82,6.45,creek,creek chub,august,liver,2024,148,157,33.2,0.3,M,0.1,1,0.8,white goo,NA,NA,NA,,
CR5-A24-CC-3-M,3.744097445,-25.8638,-26.53014676,-29.85,7.38,creek,creek chub,august,muscle,2024,148,157,33.2,0.3,M,0.1,1,0.8,white goo,NA,NA,NA,,
CR5-A24-CC-6-L,6.434102073,-25.2567,-25.6323133,-28.54,6.67,creek,creek chub,august,liver,2024,125,134,24.5,0.3689,M,0.0824,2.3625,1.4021,degraded fish,1,0.47,NA,,
CR5-A24-CC-6-M,3.954874698,-24.4339,-25.10443942,-28.43,7.39,creek,creek chub,august,muscle,2024,125,134,24.5,0.3689,M,0.0824,2.3625,1.4021,degraded fish,1,0.47,NA,,
CR5-M24-CC-1-L,10.43633167,-30.4419,-30.25790202,-32.26,5.19,creek,creek chub,may,liver,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-M24-CC-1-M,3.943201945,-24.6721,-24.86687034,-27.5,6.21,creek,creek chub,may,muscle,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-M24-CC-10-L,6.628969684,-30.0559,-30.39962961,-33.26,6.59,creek,creek chub,may,liver,2024,106,113,13.1395,0.4192,F,1.0806,0.5288,0.3044,Empty,NA,NA,NA,,
CR5-M24-CC-10-L,6.628969684,-30.0559,-30.39962961,-33.26,6.59,creek,creek chub,may,liver,2024,93,100,8.8904,0.1677,M,0.0355,0.4393,0.3209,pink goo,NA,NA,NA,,
CR5-M24-CC-10-M,4.135874479,-25.9048,-26.61319328,-29.99,7.48,creek,creek chub,may,muscle,2024,106,113,13.1395,0.4192,F,1.0806,0.5288,0.3044,Empty,NA,NA,NA,,
CR5-M24-CC-10-M,4.135874479,-25.9048,-26.61319328,-29.99,7.48,creek,creek chub,may,muscle,2024,93,100,8.8904,0.1677,M,0.0355,0.4393,0.3209,pink goo,NA,NA,NA,,
CR5-M24-CC-2-M,3.863852713,-25.1148,-26.25795543,-30.19,8.48,creek,creek chub,may,muscle,2024,137,140,31.3868,0.6253,F,4.5633,1.9064,0.8844,Odonate,1,0.13,Mature Female,,
CR5-M24-CC-3-L,5.136365073,-28.6901,-28.44257237,-30.33,5.01,creek,creek chub,may,liver,2024,119,127,21.4117,0.7037,F,2.8486,1.0355,0.7703,White goo,NA,NA,Mature female,,
CR5-M24-CC-3-M,3.926338043,-25.0975,-25.50517687,-28.46,6.75,creek,creek chub,may,muscle,2024,119,127,21.4117,0.7037,F,2.8486,1.0355,0.7703,White goo,NA,NA,Mature female,,
CR5-O24-CC-1-L,5.026105115,-28.01415594,-27.77227083,-29.67,8.21,creek,creek chub,october,liver,2024,131,140,22.3541,0.1907,M,too small,0.8832,0.713,empty,NA,0.17,NA,,
CR5-O24-CC-1-L,5.026105115,-28.01415594,-27.77227083,-29.67,8.21,creek,creek chub,october,liver,2024,131,140,22.3541,0.1907,M,too small,0.8832,0.713,empty,NA,0.17,NA,,
CR5-O24-CC-1-L,5.026105115,-28.01415594,-27.77227083,-29.67,8.21,creek,creek chub,october,liver,2024,120,126,15.7897,0.2879,F,0.9661,0.8067,0.5481,invert parts,NA,NA,NA,,
CR5-O24-CC-1-M,3.787168629,-29.91070306,-29.2595167,-30.34,8.39,creek,creek chub,october,muscle,2024,131,140,22.3541,0.1907,M,too small,0.8832,0.713,empty,NA,0.17,NA,,
CR5-O24-CC-1-M,3.787168629,-29.91070306,-29.2595167,-30.34,8.39,creek,creek chub,october,muscle,2024,131,140,22.3541,0.1907,M,too small,0.8832,0.713,empty,NA,0.17,NA,,
CR5-O24-CC-1-M,3.787168629,-29.91070306,-29.2595167,-30.34,8.39,creek,creek chub,october,muscle,2024,120,126,15.7897,0.2879,F,0.9661,0.8067,0.5481,invert parts,NA,NA,NA,,
CR5-O24-CC-1-M,3.971539492,-27.9681759,-27.37463669,-28.58,9.44,creek,creek chub,october,muscle,2024,131,140,22.3541,0.1907,M,too small,0.8832,0.713,empty,NA,0.17,NA,,
CR5-O24-CC-1-M,3.971539492,-27.9681759,-27.37463669,-28.58,9.44,creek,creek chub,october,muscle,2024,131,140,22.3541,0.1907,M,too small,0.8832,0.713,empty,NA,0.17,NA,,
CR5-O24-CC-1-M,3.971539492,-27.9681759,-27.37463669,-28.58,9.44,creek,creek chub,october,muscle,2024,120,126,15.7897,0.2879,F,0.9661,0.8067,0.5481,invert parts,NA,NA,NA,,
CR5-O24-CC-2-L,4.675946274,-26.39081319,-26.02811766,-27.7,5.83,creek,creek chub,october,liver,2024,135,145,30.645,0.3439,M,0.3147,1.6583,1.3382,detritus,NA,0.32,NA,,
CR5-O24-CC-2-L,4.675946274,-26.39081319,-26.02811766,-27.7,5.83,creek,creek chub,october,liver,2024,135,145,30.645,0.3439,M,0.3147,1.6583,1.3382,detritus,NA,0.32,NA,,
CR5-O24-CC-2-L,4.675946274,-26.39081319,-26.02811766,-27.7,5.83,creek,creek chub,october,liver,2024,167,157,37.1478,0.2127,M,0.354,1.4415,1.2367,yellow goo,NA,NA,NA,,
CR5-O24-CC-2-M,3.879369047,-26.50942464,-25.88691978,-27.03,6.05,creek,creek chub,october,muscle,2024,135,145,30.645,0.3439,M,0.3147,1.6583,1.3382,detritus,NA,0.32,NA,,
CR5-O24-CC-2-M,3.879369047,-26.50942464,-25.88691978,-27.03,6.05,creek,creek chub,october,muscle,2024,135,145,30.645,0.3439,M,0.3147,1.6583,1.3382,detritus,NA,0.32,NA,,
CR5-O24-CC-2-M,3.879369047,-26.50942464,-25.88691978,-27.03,6.05,creek,creek chub,october,muscle,2024,167,157,37.1478,0.2127,M,0.354,1.4415,1.2367,yellow goo,NA,NA,NA,,
CR5-O24-CC-3-L,5.513651261,-30.32148525,-30.25425947,-32.46,7.73,creek,creek chub,october,liver,2024,132,140,25.5453,0.3955,F,1.6755,1.3993,0.9908,invert parts,NA,NA,NA,,
CR5-O24-CC-3-M,3.957997098,-30.11158287,-29.51376949,-30.71,9.1,creek,creek chub,october,muscle,2024,132,140,25.5453,0.3955,F,1.6755,1.3993,0.9908,invert parts,NA,NA,NA,,
CR5-O24-CC-4-L,4.674090919,-27.99264999,-27.62932486,-29.3,6.9,creek,creek chub,october,liver,2024,114,123,13.943,0.1123,M,0.0304,0.7141,0.4593,invert parts,NA,0.2548,NA,,
CR5-O24-CC-4-M,3.796506527,-27.98145854,-27.33316357,-28.42,8.02,creek,creek chub,october,muscle,2024,114,123,13.943,0.1123,M,0.0304,0.7141,0.4593,invert parts,NA,0.2548,NA,,
CR5-O24-CC-6-L,5.136979119,-27.68439067,-27.48157341,-29.45,8.05,creek,creek chub,october,liver,2024,98,105,8.8677,0.0501,M,0.0151,0.3215,0.2345,pink goo,NA,NA,NA,,
CR5-O24-CC-6-M,3.827022556,-28.01124767,-27.37242281,-28.48,8.21,creek,creek chub,october,muscle,2024,98,105,8.8677,0.0501,M,0.0151,0.3215,0.2345,pink goo,NA,NA,NA,,
CR5-O24-CC-7-L,5.983310072,-29.29652303,-29.40442161,-31.9,6.23,creek,creek chub,october,liver,2024,116,125,14.7876,0.1148,M,0.0187,0.5866,0.4573,pink goo,NA,NA,NA,,
CR5-O24-CC-7-M,3.922461165,-29.99676345,-29.38776439,-30.56,7.18,creek,creek chub,october,muscle,2024,116,125,14.7876,0.1148,M,0.0187,0.5866,0.4573,pink goo,NA,NA,NA,,
CR5-O24-CC-8-L,5.147827847,-27.77365043,-27.57467665,-29.55,5.39,creek,creek chub,october,liver,2024,108,115,12.3576,0.2482,F,0.7952,0.6397,0.4438,invert parts,NA,NA,NA,,
CR5-O24-CC-8-M,3.968423865,-27.25126037,-26.65673727,-27.86,7.03,creek,creek chub,october,muscle,2024,108,115,12.3576,0.2482,F,0.7952,0.6397,0.4438,invert parts,NA,NA,NA,,
LK2-O24-CC-11-L,5.1436912,-25.89774571,-25.69730597,-27.67,5.55,lake,creek chub,october,liver,2024,130,149,28.9722,0.0991,M,0.0362,1.126,0.7396,empty,NA,0.39,NA,,
LK2-O24-CC-11-L,5.1436912,-25.89774571,-25.69730597,-27.67,5.55,lake,creek chub,october,liver,2024,130,149,28.9722,0.0991,M,0.0362,1.126,0.7396,empty,NA,0.39,NA,,
LK2-O24-CC-11-M,3.812354735,-27.06576881,-26.42238802,-27.52,6.27,lake,creek chub,october,muscle,2024,130,149,28.9722,0.0991,M,0.0362,1.126,0.7396,empty,NA,0.39,NA,,
LK2-O24-CC-11-M,3.812354735,-27.06576881,-26.42238802,-27.52,6.27,lake,creek chub,october,muscle,2024,130,149,28.9722,0.0991,M,0.0362,1.126,0.7396,empty,NA,0.39,NA,,
LK3-O24-CC-1-L,5.556757571,-25.81881,-25.76738006,-28,3.62,lake,creek chub,october,liver,2024,108,114,11.6659,0.0605,F,0.6897,0.5971,0.325,dog food,NA,NA,NA,,
LK3-O24-CC-1-M,3.989982421,-27.2899174,-26.70220915,-27.92,5.9,lake,creek chub,october,muscle,2024,108,114,11.6659,0.0605,F,0.6897,0.5971,0.325,dog food,NA,NA,NA,,
LK3-O24-CC-2-L,6.039364325,-26.20102932,-26.33026866,-28.86,5.21,lake,creek chub,october,liver,2024,130,138,20.8542,0.29,M,1.001,1.6282,1.0464,dog food,NA,NA,NA,,
LK3-O24-CC-2-M,3.943724131,-28.69571311,-28.0934018,-29.28,6.17,lake,creek chub,october,muscle,2024,130,138,20.8542,0.29,M,1.001,1.6282,1.0464,dog food,NA,NA,NA,,
LK3-O24-CC-3-L,4.589009955,-27.46688014,-27.07480401,-28.69,5.11,lake,creek chub,october,liver,2024,116,121,18.0089,0.1606,F,0.8713,2.6023,1.5063,dog food,NA,NA,NA,,
LK3-O24-CC-3-M,3.755249512,-27.82230298,-27.1612561,-28.22,6.7,lake,creek chub,october,muscle,2024,116,121,18.0089,0.1606,F,0.8713,2.6023,1.5063,dog food,NA,NA,NA,,
LK3-O24-CC-4-L,5.606006504,-29.62005356,-29.58673961,-31.85,7.32,lake,creek chub,october,liver,2024,142,153,33.5958,0.3636,M,0.3734,3.4962,2.0261,dog food,NA,NA,NA,,
LK3-O24-CC-4-M,3.9255952,-29.82366075,-29.21564645,-30.39,8.21,lake,creek chub,october,muscle,2024,142,153,33.5958,0.3636,M,0.3734,3.4962,2.0261,dog food,NA,NA,NA,,
LK3-O24-CC-5-L,5.090726195,-26.61018107,-26.39101887,-28.33,4.5,lake,creek chub,october,liver,2024,122,128,18.0739,0.1698,F,1.1133,1.4962,1.022,dogfood,NA,0.47,NA,,
LK3-O24-CC-5-L,5.090726195,-26.61018107,-26.39101887,-28.33,4.5,lake,creek chub,october,liver,2024,122,128,18.0739,0.1698,F,1.1133,1.4962,1.022,dogfood,NA,0.47,NA,,
